,title,year,kind,rating,vote,runtime
5347,Rumic Theater: Mermaid Forest,2003,tv series,7.3,157.0,22
5348,Go Tigers!,2001,movie,7.2,822.0,103
5349,Fist of Fury,1972,movie,7.3,28719.0,106
5350,Daria in 'Is It Fall Yet?',2000,tv movie,8.2,3868.0,75
5351,The Duchess of Duke Street,1976,tv series,8.3,1238.0,50
5352,A Man Escaped,1956,movie,8.3,20599.0,101
5353,Godzilla 2000: Millennium,1999,movie,6.1,8142.0,99
5354,Jerry Seinfeld/Seth Rogen/Jason Derulo,2016,episode,7.4,22.0,41
5355,West Wing Season 4: The Letter of the Word,2005,video movie,,,0
5356,The Blue and the Gray,1982,tv mini series,7.6,1586.0,381
5357,"Count Yorga, Vampire",1970,movie,5.8,2457.0,93
5358,"Little Polar Bear: Shirokuma-kun, fune ni noru",1991,video movie,,,30
5359,I Love Lucy's 50th Anniversary Special,2001,movie,6.7,183.0,120
5360,Mastering the Beasts,2003,episode,6.8,7.0,0
5361,For a Lost Soldier,1992,movie,7.5,4421.0,92
5362,Tokyo Story,1953,movie,8.2,57496.0,136
5363,Akira,1988,movie,8.0,173898.0,124
5364,Star Trek: The Next Generation,1987,tv series,8.6,108100.0,44
5365,'Manos' the Hands of Fate,1993,episode,9.1,1359.0,93
5366,Full Metal gokudô,1997,video movie,6.0,1795.0,102
5367,Phantom Planet,2021,episode,,,0
5368,Woyzeck,1979,movie,7.1,9402.0,80
5369,Zatoichi at Large,1972,movie,7.0,923.0,90
5370,Flickering Lights,2000,movie,7.7,21009.0,109
5371,The Twilight Zone,1959,tv series,9.0,75772.0,51
5372,Undercover Brother: The Animated Series,2004,tv series,5.5,40.0,21
5373,The Twilight Zone,1959,tv series,9.0,75772.0,51
5374,Ms .45,1981,movie,6.8,9601.0,80
5375,The Swimming Pool,1999,episode,,,0
5376,Broadway: The American Musical,2004,tv mini series,8.8,363.0,360
5377,A Little Snow Fairy Sugar,2001,tv series,7.4,91.0,0
5378,Smiles of a Summer Night,1955,movie,7.8,13104.0,109
5379,Twinkle Twinkle Lucky Stars,1985,movie,6.4,3789.0,105
5380,Ghost Lake,2004,video movie,2.5,1793.0,112
5381,Cheap Killers,1998,movie,5.6,93.0,99
5382,Bolshoi Ballet '67,1965,movie,7.8,23.0,75
5383,Hanzo the Razor: The Snare,1973,movie,7.0,1150.0,89
5384,Meat Market,2000,video movie,3.6,291.0,90
5385,Joe Satriani: Live in San Francisco,2002,video movie,8.7,159.0,140
5386,Carlita's Secret,2004,video movie,2.8,316.0,91
5387,Pride Fighting Championships,2006,tv series,9.1,76.0,60
5388,Cirque du Soleil: Solstrom,2003,tv series,7.3,98.0,45
5389,Abra Catastrophe!,2003,episode,7.5,671.0,74
5390,Python 2,2002,video movie,2.8,1177.0,89
5391,Ran,1985,movie,8.2,119286.0,162
5392,The Last Emperor,1987,movie,7.7,98515.0,163
5393,Meat Loaf: Live with the Melbourne Symphony Orchestra,2004,video movie,8.5,94.0,124
5394,Gimme Some Truth: The Making of John Lennon's Imagine Album,2000,video movie,7.6,440.0,60
5395,Lone Wolf and Cub: White Heaven in Hell,1974,movie,7.4,3691.0,83
5396,William Joyce's Rolie Polie Olie: The Baby Bot Chase,2003,video movie,6.9,68.0,70
5397,Ruby & the Beast/Max & Ruby's Halloween House/Max's Trick or Treat,2012,episode,,,23
5398,Pearl Jam: Touring Band 2000,2001,video movie,8.6,1168.0,125
5399,You Must Remember This,1992,episode,8.2,118.0,30
5401,A Year in Provence,1993,tv mini series,7.7,409.0,360
5402,Mom's Outta Sight,1998,movie,3.5,129.0,93
5403,The Adventures of the Galaxy Rangers,1986,tv series,7.7,1228.0,30
5404,Abhimaan,1973,movie,7.9,2723.0,122
5405,Dark and Stormy Knight,2001,episode,,,24
5406,Darkman III: Die Darkman Die,1996,video movie,4.8,3783.0,87
5407,Alexander,2004,movie,5.6,165988.0,175
5408,The Crocodile Hunter,1996,tv series,7.7,2767.0,60
5409,RahXephon,2002,tv series,7.2,1645.0,25
5410,WWE Vengeance,2007,movie,6.0,145.0,180
5411,Star Trek Voyager: Phage - ECMO Won't be the Hot Cleanse of the Season,2019,episode,,,0
5412,You Only Live Until You Die,1997,movie,5.6,71.0,93
5414,Return to Lonesome Dove,1993,tv mini series,7.2,2440.0,322
5415,Samurai Shodown: The Motion Picture,1994,tv movie,4.5,162.0,68
5416,The SpongeBob SquarePants Movie,2004,movie,7.1,84756.0,87
5417,The 4th Man,1983,movie,7.2,7488.0,102
5418,Drinking Made Easy,2010,tv series,8.2,175.0,24
5419,The Airlines Recommit to F*cking Your Sh*t Up This Holiday Season,2016,movie,,,0
5420,Roti Kapada Aur Makaan,1974,movie,6.9,774.0,159
5421,Mummy's Tomb & Mummy's Hand,1972,episode,,,0
5422,WTF Bonus Material,2011,episode,,,0
5423,Oh! Heavenly Dog,2016,episode,8.3,16.0,23
5424,Meat Loaf: Hits Out of Hell,1991,video movie,7.9,27.0,58
5425,Second Skin,2000,movie,5.1,921.0,95
5426,Egg Hunt,2003,episode,4.6,15.0,25
5427,The Adventures of Ozzie and Harriet,1952,tv series,7.4,1269.0,30
5428,The Father,2020,movie,8.3,95355.0,97
5429,The Baby-Sitters Club,2020,tv series,7.4,2759.0,0
5430,Dark Shadows,2012,movie,6.2,254654.0,113
5431,The Stöned Age,1994,movie,6.2,4749.0,90
5432,Pola X,1999,movie,5.8,4743.0,134
5433,LeapFrog: Talking Words Factory II - Code Word Caper,2004,video movie,6.5,30.0,32
5434,LOL (Laughing Out Loud) ®,2008,movie,6.3,8595.0,103
5435,The Kennedys,2009,episode,7.7,31.0,0
5436,A History of Britain,2000,tv series,8.3,821.0,60
5437,Don't Touch the White Woman!,1974,movie,6.1,839.0,108
5438,The House with Laughing Windows,1976,movie,7.1,5029.0,110
5439,Gantz,2004,tv series,7.2,7392.0,22
5440,Mysterious Object at Noon,2000,movie,6.8,1354.0,83
5441,Eating Well for Optimum Health,2000,video movie,6.6,20.0,0
5442,Sesame Street: Do the Alphabet,1996,video movie,7.1,22.0,40
5443,Red Dwarf: The Tank - Series VIII,2006,video movie,8.3,30.0,88
5444,Phil Hellmuth's Million Dollar Online Poker Secrets,2005,video movie,,,60
5445,The Thing with Two Heads,1972,movie,4.5,2496.0,91
5446,Baby Einstein: World Animals,2002,video movie,7.1,48.0,30
5447,The Return of the Living Dead,1985,movie,7.3,57501.0,91
5448,Shoah,1985,movie,8.7,9034.0,566
5449,"Picasso: Magic, Sex & Death",2001,tv mini series,7.9,28.0,156
5450,Rated 'R': Republicans in Hollywood,2004,tv movie,5.1,240.0,45
5451,He Knew He Was Right,2004,tv mini series,6.9,1614.0,240
5452,Mariah Carey: Around the World,1998,tv movie,7.1,279.0,45
5453,City of M,2000,movie,6.2,271.0,102
5454,Baby Einstein: Numbers Nursery,2003,video movie,7.3,61.0,0
5455,The Iceman Confesses: Secrets of a Mafia Hitman,2001,tv movie,7.7,1394.0,43
5456,Star Trek: The Original Series,1966,tv series,8.3,77231.0,50
5457,Blackball,2003,movie,5.6,4113.0,96
5458,Jimi Hendrix: Electric Ladyland,1997,episode,7.8,318.0,60
5459,The Men Who Killed Kennedy,1988,tv mini series,8.5,570.0,0
5460,Britney Spears: Music Video Box Documentary,2005,movie,,,61
5461,Alice in Chains,1996,episode,9.1,752.0,73
5462,The Cook of Castamar,2021,tv series,7.4,2352.0,0
5463,First Shot,2002,tv movie,4.7,437.0,92
5464,High Lonesome: The Story of Bluegrass Music,1992,movie,8.0,130.0,95
5465,Bee Gees: This Is Where I Came In,2001,video movie,7.7,7.0,5
5466,Fantastic Planet,1973,movie,7.8,28081.0,72
5467,Cirque du Soleil: Fire Within,2002,tv series,7.8,133.0,30
5468,Shikoku,1999,movie,5.5,691.0,100
5469,"May the 4th Bonus - Star Wars: Episode I: The Phantom Menace - ""Lookin' at Nothin'""",2020,episode,,,0
5470,Earthly Possessions,1999,tv movie,6.2,1435.0,105
5471,The Titanic,1996,video movie,7.0,149.0,0
5472,Dead & Breakfast,2004,movie,5.8,5901.0,88
5473,Dil,1990,movie,6.7,5138.0,172
5474,Saturday Night Live: The Best of Christopher Walken,2004,movie,7.7,1200.0,83
5475,Don,2006,movie,7.2,35836.0,178
5476,Nights of Cabiria,1957,movie,8.1,45910.0,110
5477,The Keeper of Time,2004,video movie,3.6,118.0,76
5478,"CSI: Crime Scene Investigation - Season 15: That's All, Stokes",2015,movie,,,12
5479,The Brain That Wouldn't Die,1993,episode,7.5,632.0,0
5480,Tornado!,1996,tv movie,4.7,1068.0,89
5481,Byzantium: The Lost Empire,1997,tv series,7.9,210.0,208
5482,The Women of Brewster Place,1989,tv mini series,7.7,1156.0,178
5483,The Emerald Forest,1985,movie,6.9,9843.0,114
5484,Death Wish II,1982,movie,6.0,15418.0,89
5485,Roger Waters: In the Flesh Live,2000,video movie,8.7,1519.0,153
5486,Paul McCartney: Live at the Cavern Club,1999,movie,7.7,170.0,46
5487,All Purpose Cultural Cat Girl Nuku Nuku,1992,tv mini series,7.1,188.0,25
5488,Blackadder II,1986,tv series,8.6,44602.0,176
5489,Nuns on the Run,1990,movie,6.0,7986.0,89
5490,Dragon Ball Z: Dead Zone,1989,movie,6.9,6732.0,41
5491,Beware! Children At Play,2013,episode,,,0
5492,My Neighbors the Yamadas,1999,movie,7.2,13175.0,104
5493,There Be Dragons,2011,movie,5.7,4698.0,122
5494,The Soong Sisters,1997,movie,6.9,1014.0,145
5495,National Geographic,2007,tv series,,,0
5496,Sakura Diaries,1997,tv series,6.4,154.0,25
5497,The Land Before Time V: The Mysterious Island,1997,video movie,6.0,4352.0,74
5498,Grand Tetons - Yellowstone,2020,episode,,,0
5499,Dil Hai Ke Manta Nahin,1991,movie,7.3,4197.0,154
5500,A Dorothy L. Sayers Mystery: Gaudy Night 3,1987,episode,,,0
5501,George Carlin: Playin' with Your Head,1986,movie,8.1,1720.0,60
5502,Barbie: Fairytopia,2005,video movie,6.1,3465.0,70
5503,Last Run,2001,movie,5.1,508.0,98
5504,White Hunter Black Heart,1990,movie,6.6,11808.0,112
5505,Castle in the Sky,1986,movie,8.0,157296.0,125
5506,Alien Visitor,1997,movie,5.8,629.0,92
5507,Clarissa Explains It All,1991,tv series,7.2,8535.0,30
5508,Royal Shakespeare Company: The Tempest,2017,movie,7.6,51.0,0
5509,Undertaker - He Buries Them Alive,1994,video movie,6.6,73.0,60
5510,Festival Season,2019,tv series,,,0
5511,Lumière and Company,1995,movie,6.9,3119.0,88
5512,A Huey P. Newton Story,2001,tv movie,7.0,794.0,86
5513,Dragonheart: A New Beginning,2000,video movie,4.6,4652.0,84
5514,Buffy the Vampire Slayer,1997,tv series,8.2,136749.0,44
5515,Nadia: The Secret of Blue Water,1990,tv series,7.8,1679.0,25
5516,Murderers Among Us,1946,movie,7.4,2245.0,85
5517,Crime + Punishment in Suburbia,2000,movie,5.9,3328.0,100
5518,Crossbones,2014,tv series,6.5,6839.0,60
5519,A Certain Kind of Death,2003,movie,7.4,908.0,69
5520,In a Year with 13 Moons,1978,movie,7.5,3985.0,124
5521,Infernal Affairs II,2003,movie,7.3,17497.0,119
5522,WWE Judgment Day,2007,movie,5.6,132.0,210
5523,Stolen Season,2020,movie,6.2,3032.0,98
5524,Countess Dracula's Orgy of Blood,2004,video movie,3.4,257.0,88
5525,No One Writes to the Colonel,1999,movie,6.7,1126.0,122
5526,The Last Sign,2005,movie,3.5,1784.0,91
5527,Walk Away the Pounds with Leslie Sansone: Super Fat Burning,2001,video movie,8.1,21.0,50
5528,Her Married Lover,1999,movie,5.2,408.0,92
5529,Father of a Soldier,1964,movie,8.6,4093.0,87
5530,The Foliage,2004,movie,6.0,154.0,99
5531,Rapid Exchange,2003,video movie,4.7,497.0,97
5532,Clockwise,1986,movie,6.6,11940.0,96
5533,Fahrenheit 9/11,2004,movie,7.5,128082.0,122
5534,Bubblegum Crisis,1987,tv mini series,7.4,1379.0,25
5535,InuYasha the Movie 2: The Castle Beyond the Looking Glass,2002,movie,7.5,2042.0,99
5536,The Marriage Fool,1998,tv movie,6.3,286.0,96
5537,Stun Gun Special Edition,2003,episode,,,0
5538,Ong-Bak: The Thai Warrior,2003,movie,7.2,72838.0,108
5539,Bloodfist IV: Die Trying,1992,video movie,5.2,475.0,86
5540,Tanner '88,1988,tv mini series,7.9,844.0,353
5541,Laffapalooza,2003,tv series,5.9,40.0,30
5542,Original Cast Album: Company,1970,movie,8.1,527.0,50
5543,The Weather,2009,tv series,,,0
5544,Mary Tyler Moore/Dweezil and Ahmet Zappa/Son Volt,1996,episode,,,0
5545,The Caves of Androzani: Part Three,1984,episode,8.8,519.0,25
5546,Women vs. Men,2002,tv movie,5.3,408.0,88
5547,Flash: Season 2,2016,episode,6.4,6.0,0
5548,Dragon Ball Z: The History of Trunks,1993,tv movie,7.9,5203.0,47
5549,Entertainer's Basketball Classic at Rucker Park: The Second Season,2003,video movie,,,38
5550,Kaakha..Kaakha: The Police,2003,movie,8.0,5763.0,153
5551,The Films of Robert Altman,2001,episode,7.3,39.0,60
5552,Duran Duran: Greatest - The Videos,1999,video movie,8.7,76.0,195
5553,The Thief and the Cobbler,1993,movie,7.1,3856.0,90
5554,The Endurance,2000,movie,7.8,1965.0,97
5555,Shadow Raiders,1998,tv series,8.0,734.0,30
5556,Prime Suspect 5: Errors of Judgement,1996,tv mini series,7.9,2572.0,200
5557,The Hero's Journey: The World of Joseph Campbell,1987,movie,8.2,212.0,58
5558,Wilder Days,2003,tv movie,5.9,275.0,87
5559,Doomed Megalopolis,1991,tv mini series,6.3,261.0,47
5560,The Heroic Trio,1993,movie,6.5,3236.0,88
5561,The Allman Brothers Band: Live at the Beacon Theatre,2003,video movie,8.6,61.0,180
5562,Rainbow Bridge,1972,movie,6.1,275.0,108
5563,VH1 Divas Live 2,1999,movie,6.8,197.0,73
5564,Goodbye Christopher Robin,2017,movie,7.1,26132.0,107
5565,The Americans,2013,tv series,8.4,90340.0,44
5566,Dragon Ball Z: The History of Trunks,1993,tv movie,7.9,5203.0,47
5567,Chill Out,2000,tv movie,5.4,234.0,89
5568,The Twilight Zone,1959,tv series,9.0,75784.0,51
5569,The Land Before Time II: The Great Valley Adventure,1994,video movie,5.9,8684.0,73
5570,One Day in September,1999,movie,7.8,5902.0,94
5571,Date with an Angel,1987,movie,5.7,2728.0,105
5572,Mobile Fighter G Gundam,1994,tv series,7.6,933.0,30
5573,Snake in the Eagle's Shadow,1978,movie,7.4,11292.0,97
5574,Chalte Chalte,2003,movie,6.6,15028.0,167
5575,Jesus and the Shroud of Turin,2003,episode,7.8,9.0,0
5576,The Bible: Genesis,2013,video movie,,,0
5577,Oasis: Second Night Live at Knebworth Park,1996,video movie,,,0
5578,The Truce,1997,movie,6.6,1696.0,125
5579,21 Up,1977,tv movie,8.1,2631.0,100
5580,Season 4,2009,episode,7.8,799.0,22
5581,New Fist of Fury,1976,movie,5.6,1536.0,120
5582,Celebrating Bird: The Triumph of Charlie Parker,1989,episode,6.4,114.0,59
5583,Rage of Honor,1987,movie,5.5,788.0,98
5584,Deeply,2000,movie,5.9,1723.0,101
5585,French Part 1: The Standard Deviants,1999,video movie,6.4,8.0,0
5586,The Case-Book of Sherlock Holmes,1991,tv series,8.7,5379.0,60
5587,Portrait of Ireland,1994,tv series,6.6,9.0,0
5588,Mr. Toad's Wild Ride,1996,movie,6.3,3184.0,88
5589,Viruddh,1997,tv series,,,0
5590,The Land Before Time IV: Journey Through the Mists,1996,video movie,5.8,4952.0,74
5591,Aladdin and His Wonderful Lamp,1986,episode,6.8,344.0,48
5592,The Ultimate Fighting Championship,2005,episode,7.2,10.0,0
5593,Emanuelle in America,2014,episode,,,39
5594,Friend Forever,2005,episode,,,0
5595,Looking for Jackie,2009,movie,4.0,1216.0,85
5596,Rick and Morty's Secrets Behind the Citadel?! - Rick and Morty Season 3 Cartoon Conspiracy,2017,episode,,,0
5597,A Very Long Engagement,2004,movie,7.6,72246.0,133
5598,Behind the Scenes: One Tree Hill Season 6,2009,video movie,9.2,43.0,0
5599,Opera,1987,movie,7.0,16161.0,107
5600,Hush!,2001,movie,6.8,661.0,135
5601,R.E.M.: This Film Is on,1991,video movie,8.2,94.0,50
5602,Honest Thief,2020,movie,6.0,42464.0,99
5603,Air Conflicts: Secret Wars,2011,video game,5.5,8.0,0
5604,My Best Fiend,1999,movie,7.8,10953.0,95
5605,The Crown Knights,1999,video movie,4.8,105.0,30
5606,Ninja Resurrection,1997,tv mini series,5.0,626.0,80
5607,Hell Girl Vol. 1,2014,episode,,,4
5608,D-Day: The Total Story,1994,tv movie,8.0,74.0,0
5609,The Real Reason South Park Was Censored In Europe,2018,episode,,,0
5610,OutKast: The Videos,2003,video movie,6.8,81.0,0
5611,Initial D,1998,tv series,8.4,2746.0,25
5612,Hot Diggety Dawg,1995,episode,8.8,20.0,0
5613,Baby Einstein: Neighborhood Animals,2002,video movie,7.2,55.0,30
5614,Law & Order: Special Victims Unit,1999,tv series,8.0,90066.0,60
5615,The Gospel According to St. Matthew,1964,movie,7.7,11462.0,137
5616,MotoGP 20,2020,video game,6.4,16.0,0
5617,Faith of My Fathers,2005,tv movie,6.3,572.0,90
5618,Mobile Suit Gundam 0083: Stardust Memory,1991,tv series,7.8,971.0,0
5619,The Beatles: Love Me Do,1963,video movie,7.2,42.0,2
5620,Dead Is Dead: The Directors Cut,2008,video movie,,,60
5621,Recollections of Rifleman Harris,1968,episode,,,0
5622,Mind of a Serial Killer,1992,episode,7.9,13.0,0
5623,"Good Evening, Mr. Wallenberg",1990,movie,6.5,969.0,118
5624,The Sheltering Sky,1990,movie,6.8,12309.0,138
5625,8 Women,2002,movie,7.1,31463.0,111
5626,Married at Second Sight,2019,episode,6.3,9.0,61
5627,No. 3,1997,movie,6.6,611.0,108
5628,The Last Horror Movie,2003,movie,5.5,3877.0,80
5629,NCIS: Los Angeles - Season 3: Dishing with Barrett and Renée,2012,video movie,,,18
5630,Shinjuku Triad Society,1995,movie,6.7,2217.0,100
5631,Hercules: The Legendary Journeys,1995,tv series,6.5,28719.0,44
5632,NBA 100 Greatest Plays,1999,video movie,7.1,27.0,53
5633,Rockers,1978,movie,7.6,1854.0,100
5634,Language Nursery,1997,episode,,,26
5635,AC/DC: Family Jewels,2005,video movie,8.5,757.0,150
5636,Burden of Dreams,1982,movie,7.9,6903.0,95
5637,The Natural History of the Chicken,2000,movie,7.1,415.0,60
5638,Porn Theatre,2002,movie,6.1,794.0,90
5639,The Devil's Novice,1996,episode,8.3,182.0,75
5640,The Gate to the Mind's Eye,1994,video movie,7.5,247.0,55
5641,Suspicious River,2000,movie,5.6,821.0,92
5642,Shooting Fish,1997,movie,6.6,7534.0,109
5643,Theeran Adhigaram Ondru,2017,movie,8.3,12410.0,157
5644,The Age of Shadows,2016,movie,7.1,9233.0,140
5645,Dynamite Fighters,1987,movie,6.4,796.0,91
5646,Boyfriend Season,2013,tv series,,,0
5647,Tiny Toon Adventures: Buster Saves the Day,2001,video game,,,0
5648,Cartouche,1962,movie,6.6,2462.0,114
5649,My Wife Is an Actress,2001,movie,6.5,3615.0,95
5650,"Visions of Italy, Northern Style",1998,tv movie,8.4,40.0,0
5651,The Laurel and Hardy Collector's Classic,1980,video movie,,,51
5652,Golden Balls,1993,movie,6.1,3409.0,95
5653,Fleetwood Mac: The Dance,1997,movie,8.8,669.0,90
5654,Bob the Builder: Tool Power!,2003,video movie,,,46
5655,Come on Over to Barney's House,2000,video movie,5.8,31.0,75
5656,Perfect Blue,1997,movie,8.0,65491.0,81
5657,From Janet. To Damita Jo: The Videos,2004,video movie,7.5,83.0,120
5658,"Sesame Street: A Celebration of Me, Grover",2004,video movie,,,39
5659,Gad Guard,2003,tv series,7.2,73.0,30
5660,Joni Mitchell: A Woman of Heart and Mind,2003,episode,8.1,237.0,92
5661,Queen: Greatest Video Hits 1,2002,video movie,8.8,446.0,200
5662,The Barbarian Invasions,2003,movie,7.6,28835.0,99
5663,Varietease,1954,movie,5.6,127.0,71
5664,Red Hot Chili Peppers: Live at Slane Castle,2003,video movie,9.0,1074.0,102
5665,Finding Kelly,2000,movie,4.3,214.0,88
5666,Where the Truth Lies,2005,movie,6.5,17459.0,107
5667,Nanook of the North,1922,movie,7.7,11559.0,78
5668,Revenge in Olympia,2003,video movie,3.4,56.0,78
5669,Born to Defense,1986,movie,5.7,1917.0,92
5670,Africa Screams,1949,movie,6.2,3695.0,79
5671,Comic Party,2001,tv series,6.6,84.0,23
5672,The Trials of Henry Kissinger,2002,movie,7.6,2000.0,80
5673,Fearless Hyena 2,1983,movie,5.2,1622.0,94
5674,Eric Clapton & Friends in Concert: A Benefit for the Crossroads Centre at Antigua,1999,movie,7.6,143.0,108
5675,The Dean Martin and Jerry Lewis Double,1982,video movie,,,180
5676,"Now You See Him, Now You Don't",1972,movie,6.3,1968.0,88
5677,Saltimbanco,1997,movie,7.5,297.0,56
5678,Just a Question of Love,2000,tv movie,7.7,5684.0,88
5679,The Three Doctors: Episode Three,1973,episode,8.2,551.0,24
5680,Larva,2011,tv series,7.1,451.0,2
5681,Dev,2019,movie,4.8,985.0,157
5682,Chicks with Sticks,2004,movie,5.2,382.0,86
5683,Corpses,2004,video movie,3.4,406.0,90
5684,Carmen Electra's Fit to Strip,2004,video movie,8.0,8.0,53
5685,Mr. Vampire,1985,movie,7.4,3772.0,96
5686,Urban Legends: Bloody Mary,2005,video movie,4.2,8251.0,93
5687,Otsuyu: Kaidan botan-dôrô,1998,movie,6.1,71.0,96
5688,Indigo Girls Live,2000,movie,,,92
5689,Discovering Britain,2016,tv series,7.2,14.0,60
5690,The Flowers of St. Francis,1950,movie,7.4,3474.0,85
5692,Weezer: Video Capture Device - Treasures from the Vault 1991-2002,2004,video movie,8.1,299.0,180
5693,"Kids in the Hall: Same Guys, New Dresses",2001,movie,7.1,339.0,93
5694,Farmingville,2004,movie,7.6,215.0,79
5695,Homicide: The Movie,2000,tv movie,7.8,1847.0,88
5696,WWE Viva Las Divas,2005,video movie,6.8,91.0,75
5697,Texhnolyze,2003,tv series,7.7,2539.0,0
5698,Survivors Exposed,2001,movie,3.2,300.0,93
5699,The Ring Virus,1999,movie,6.1,2247.0,108
5700,Chilly Dogs,2001,movie,4.5,1689.0,86
5701,The Fabulous Story of Cuban Cigar,1995,video movie,6.9,9.0,60
5702,Edie & Pen,1996,movie,5.7,404.0,96
5703,On Location: George Carlin at Phoenix,1978,movie,8.2,1326.0,81
5704,Doug Stanhope: Deadbeat Hero,2004,video movie,8.4,829.0,95
5705,Teaserama,1955,movie,5.0,283.0,67
5706,Princess of Thieves,2001,episode,5.7,4434.0,88
5707,The Work of Director Michel Gondry,2003,video movie,8.7,1832.0,300
5708,The Young Poisoner's Handbook,1995,movie,7.1,3562.0,99
5709,The Story of Adele H,1975,movie,7.3,7850.0,96
5710,The Chronicles of Riddick: Dark Fury,2004,video movie,6.6,11188.0,35
5711,Day for Night,1973,movie,8.0,21627.0,116
5712,The Real World You Never Saw: Chicago,2002,video movie,5.4,24.0,50
5713,6 Days,2017,movie,6.2,20316.0,94
5714,Preaching to the Perverted,1997,movie,6.0,1237.0,100
5715,The Holy Child,2001,tv movie,6.5,62.0,86
5716,American Experience,1988,tv series,8.6,1768.0,60
5717,To Play or to Die,1990,movie,6.2,323.0,48
5718,Who'll Stop the Rain,1978,movie,6.7,2757.0,126
